index,etc_pass,lon,lat,koppen,year_length_layer1,year_length_layer2,year_length_layer3,year_length_layer4,year_length_layer5,network
SNOTEL#KILFOILCREEK.csv,1,-111.41,41.25,7.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#KIMBERLYMINE.csv,0,-112.39,38.48,19.0,,,,,,SNOTEL
SNOTEL#KINGSCABIN.csv,1,-109.54,40.72,27.0,3.0,1.0,3.0,3.0,1.0,SNOTEL
SNOTEL#KLONDIKENARROWS.csv,1,-111.6,41.97,26.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#KOLOB.csv,0,-113.05,37.53,18.0,,,,,,SNOTEL
SNOTEL#LAKEFORK.csv,0,-110.35,40.55,7.0,,,,,,SNOTEL
SNOTEL#LAKEVIEWRIDGE.csv,0,-111.82,44.59,27.0,,,,,,SNOTEL
SNOTEL#LAMANCECREEK.csv,0,-117.63,41.52,7.0,,,,,,SNOTEL
SNOTEL#LAMOILLE.csv,0,-115.38,40.65,19.0,,,,,,SNOTEL
SNOTEL#LAPRELECREEK.csv,0,-105.86,42.44,27.0,,,,,,SNOTEL
SNOTEL#LARSENCREEK.csv,1,-109.09,42.58,27.0,1.0,1.0,2.0,1.0,1.0,SNOTEL
SNOTEL#LASALMOUNTAIN-LOWER.csv,0,-109.29,38.48,7.0,,,,,,SNOTEL
SNOTEL#LASALMOUNTAIN.csv,0,-109.27,38.48,19.0,,,,,,SNOTEL
SNOTEL#LAURELDRAW.csv,0,-116.03,41.78,18.0,,,,,,SNOTEL
SNOTEL#LEAVITTLAKE.csv,0,-119.61,38.28,19.0,,,,,,SNOTEL
SNOTEL#LEAVITTMEADOWS.csv,0,-119.55,38.3,19.0,,,,,,SNOTEL
SNOTEL#LEECANYON.csv,0,-115.68,36.31,18.0,,,,,,SNOTEL
SNOTEL#LEWISLAKEDIVIDE.csv,0,-110.67,44.21,27.0,,,,,,SNOTEL
SNOTEL#LEWISPEAK.csv,0,-116.86,40.36,7.0,,,,,,SNOTEL
SNOTEL#LICKCREEK.csv,0,-110.97,45.5,27.0,,,,,,SNOTEL
SNOTEL#LIGHTNINGRIDGE.csv,1,-111.49,41.36,26.0,2.0,2.0,2.0,2.0,2.0,SNOTEL
SNOTEL#LILYLAKE.csv,0,-110.8,40.86,27.0,,,,,,SNOTEL
SNOTEL#LILYPOND.csv,1,-106.55,37.38,27.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#LITTLEBEAR.csv,1,-111.83,41.41,18.0,3.0,1.0,3.0,3.0,1.0,SNOTEL
SNOTEL#LITTLECHENARIDGE.csv,0,-146.73,65.12,27.0,,,,,,SNOTEL
SNOTEL#LITTLEGOOSE.csv,0,-107.18,44.54,27.0,,,,,,SNOTEL
SNOTEL#LITTLEGRASSY.csv,0,-113.85,37.49,7.0,,,,,,SNOTEL
SNOTEL#LITTLESNAKERIVER.csv,0,-106.94,41.07,27.0,,,,,,SNOTEL
SNOTEL#LittleValley.csv,0,-119.88,39.25,18.0,,,,,,SNOTEL
SNOTEL#LIZARDHEADPASS.csv,0,-107.92,37.8,27.0,,,,,,SNOTEL
SNOTEL#LOBDELLLAKE.csv,0,-119.37,38.44,18.0,,,,,,SNOTEL
SNOTEL#LONECONE.csv,0,-108.2,37.89,27.0,,,,,,SNOTEL
SNOTEL#LonesomeBeaver.csv,0,-110.77257,38.07987,5.0,,,,,,SNOTEL
SNOTEL#LONGDRAWRESV.csv,0,-105.77,40.51,29.0,,,,,,SNOTEL
SNOTEL#LONGFLAT.csv,1,-113.4,37.51,18.0,3.0,1.0,3.0,3.0,1.0,SNOTEL
SNOTEL#LONGVALLEY.csv,0,-116.09,44.79,18.0,,,,,,SNOTEL
SNOTEL#LONGVALLEYJCT.csv,0,-112.51,37.49,18.0,,,,,,SNOTEL
SNOTEL#LOOKOUT.csv,1,-115.71,47.46,18.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#LOOKOUTPEAK.csv,0,-111.71,40.84,26.0,,,,,,SNOTEL
SNOTEL#LOSTCREEKRESV.csv,0,-111.36,41.22,7.0,,,,,,SNOTEL
SNOTEL#LOSTDOG.csv,0,-106.75,40.82,27.0,,,,,,SNOTEL
SNOTEL#LOSTHORSE.csv,0,-121.08,46.36,18.0,,,,,,SNOTEL
SNOTEL#LOUISMEADOW.csv,0,-111.76,40.83,26.0,4.0,2.0,4.0,3.0,1.0,SNOTEL
SNOTEL#LYNXPASS.csv,0,-106.67,40.08,27.0,,,,,,SNOTEL
SNOTEL#MADISONBUTTE.csv,0,-119.5,45.11,18.0,,,,,,SNOTEL
SNOTEL#MAGICMOUNTAIN.csv,0,-114.29,42.18,7.0,,,,,,SNOTEL
SNOTEL#MAMMOTH-COTTONWOOD.csv,0,-111.32,39.68,27.0,,,,,,SNOTEL
SNOTEL#MANYGLACIER.csv,0,-113.67,48.8,27.0,,,,,,SNOTEL
SNOTEL#MARLETTELAKE.csv,0,-119.9,39.16,18.0,,,,,,SNOTEL
SNOTEL#MartenRidge.csv,1,-121.7,48.76,26.0,2.0,2.0,2.0,2.0,2.0,SNOTEL
SNOTEL#McNeilRiverSGS.csv,0,-154.28,59.08,27.0,,,,,,SNOTEL
SNOTEL#MEDANOPASS.csv,0,-105.44,37.85,7.0,,,,,,SNOTEL
SNOTEL#MedBow.csv,0,-106.35,41.38,27.0,,,,,,SNOTEL
SNOTEL#MERCHANTVALLEY.csv,0,-112.44,38.3,27.0,,,,,,SNOTEL
SNOTEL#MerrittMountain.csv,0,-115.8582,41.8928,7.0,,,,,,SNOTEL
SNOTEL#MFNooksack.csv,0,-121.93,48.82,27.0,,,,,,SNOTEL
SNOTEL#MICACREEK.csv,1,-116.27,47.15,18.0,2.0,1.0,2.0,1.0,,SNOTEL
SNOTEL#MICHIGANCREEK.csv,0,-105.91,39.44,27.0,,,,,,SNOTEL
SNOTEL#Midas.csv,0,-116.8033,41.2687,7.0,,,,,,SNOTEL
SNOTEL#MIDDLEFORKCAMP.csv,0,-106.03,39.8,27.0,,,,,,SNOTEL
SNOTEL#MIDWAYVALLEY.csv,0,-112.84,37.57,19.0,,,,,,SNOTEL
SNOTEL#MILL-DNORTH.csv,1,-111.64,40.66,27.0,2.0,1.0,3.0,2.0,1.0,SNOTEL
SNOTEL#MILLERWOODS.csv,0,-123.28,45.25,9.0,,,,,,SNOTEL
SNOTEL#MININGFORK.csv,0,-112.61,40.49,26.0,,,,,,SNOTEL
SNOTEL#MONAHANFLAT.csv,0,-147.65,63.31,27.0,,,,,,SNOTEL
SNOTEL#MONITORPASS.csv,0,-119.61,38.67,18.0,,,,,,SNOTEL
SNOTEL#MONTECRISTO.csv,0,-111.5,41.47,26.0,,,,,,SNOTEL
SNOTEL#MONUMENTCREEK.csv,0,-145.87,65.08,27.0,,,,,,SNOTEL
SNOTEL#MOORECREEKBRIDGE.csv,0,-135.21,59.59,19.0,,,,,,SNOTEL
SNOTEL#MormonMountain.csv,0,-111.52,34.94,18.0,,,,,,SNOTEL
SNOTEL#MORMONMTNSUMMIT.csv,0,-111.51,34.97,18.0,,,,,,SNOTEL
SNOTEL#MOSBYMTN..csv,0,-109.89,40.61,27.0,,,,,,SNOTEL
SNOTEL#MOSCOWMOUNTAIN.csv,0,-116.85,46.81,18.0,,,,,,SNOTEL
SNOTEL#MOSESMTN.csv,0,-119.08,48.36,26.0,,,,,,SNOTEL
SNOTEL#MOSQUITORIDGE.csv,0,-116.23,48.06,18.0,,,,,,SNOTEL
SNOTEL#MOSSSPRINGS.csv,0,-117.69,45.27,19.0,,,,,,SNOTEL
SNOTEL#MOUNTLOCKHART.csv,0,-112.82,47.92,27.0,,,,,,SNOTEL
SNOTEL#MT.HOWARD.csv,0,-117.17,45.27,19.0,,,,,,SNOTEL
SNOTEL#MT.RYAN.csv,0,-146.15,65.25,27.0,,,,,,SNOTEL
SNOTEL#MTBaldy.csv,0,-111.51,39.14,27.0,,,,,,SNOTEL
SNOTEL#MtPennell.csv,0,-110.79341,37.97814,7.0,,,,,,SNOTEL
SNOTEL#MTROSESKIAREA.csv,0,-119.89,39.32,18.0,,,,,,SNOTEL
SNOTEL#MUDFLAT.csv,1,-116.56,42.6,7.0,2.0,1.0,3.0,2.0,,SNOTEL
SNOTEL#MUNSONRIDGE.csv,0,-146.21,64.85,27.0,,,,,,SNOTEL
SNOTEL#MYRTLECREEK.csv,0,-116.46,48.72,18.0,,,,,,SNOTEL
SNOTEL#NAVAJOWHISKEYCK.csv,0,-108.95,36.18,7.0,,,,,,SNOTEL
SNOTEL#NEVADARIDGE.csv,0,-112.51,46.84,27.0,,,,,,SNOTEL
SNOTEL#NUKAGLACIER.csv,0,-150.71,59.7,29.0,1.0,,2.0,2.0,,SNOTEL
SNOTEL#OAKCREEK.csv,0,-112.19,39.35,7.0,,,,,,SNOTEL
SNOTEL#ONIONPARK.csv,0,-110.85,46.91,27.0,,,,,,SNOTEL
SNOTEL#ORCHARDRANGESITE.csv,0,-116.0,43.32,7.0,,,,,,SNOTEL
SNOTEL#PALO.csv,0,-105.33,36.41,26.0,,,,,,SNOTEL
SNOTEL#PanguitchLakeRS.csv,0,-112.65,37.7,26.0,,,,,,SNOTEL
SNOTEL#PARADISE.csv,0,-121.75,46.78,27.0,,,,,,SNOTEL
SNOTEL#PARKCONE.csv,0,-106.59,38.82,27.0,,,,,,SNOTEL
SNOTEL#PARKCREEKRIDGE.csv,0,-120.92,48.44,18.0,,,,,,SNOTEL
SNOTEL#PARKRESERVOIR.csv,0,-107.87,39.05,27.0,,,,,,SNOTEL
SNOTEL#PARLEYSSUMMIT.csv,1,-111.63,40.76,26.0,2.0,,2.0,2.0,,SNOTEL
SNOTEL#PARRISHCREEK.csv,0,-111.81,40.93,18.0,,,,,,SNOTEL
SNOTEL#PAYSONR.S..csv,1,-111.63,39.93,26.0,3.0,1.0,3.0,3.0,1.0,SNOTEL
SNOTEL#PHANTOMVALLEY.csv,0,-105.85,40.4,29.0,,,,,,SNOTEL
SNOTEL#PICKLEKEG.csv,0,-111.58,39.01,7.0,,,,,,SNOTEL
SNOTEL#PIERCER.S..csv,1,-115.8,46.49,18.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#PINECREEK.csv,1,-112.25,38.97,7.0,2.0,1.0,3.0,3.0,1.0,SNOTEL
SNOTEL#POCKETCREEK.csv,0,-109.41,42.71,27.0,,,,,,SNOTEL
SNOTEL#POINTMACKENZIE.csv,0,-150.03,61.39,19.0,,,,,,SNOTEL
SNOTEL#POISONFLAT.csv,0,-119.63,38.51,19.0,,,,,,SNOTEL
SNOTEL#PoleCanyon.csv,0,-115.12,40.86,27.0,,,,,,SNOTEL
SNOTEL#POLECREEKR.S..csv,0,-115.25,41.87,26.0,,,,,,SNOTEL
SNOTEL#PORPHYRYCREEK.csv,0,-106.34,38.49,27.0,,,,,,SNOTEL
SNOTEL#PORTGRAHAM.csv,0,-151.85,59.35,27.0,,,,,,SNOTEL
SNOTEL#PRUDHOEBAY.csv,0,-148.57,70.27,29.0,,,,,,SNOTEL
SNOTEL#QUARTZMOUNTAIN.csv,0,-120.83,42.32,18.0,,,,,,SNOTEL
SNOTEL#QUARTZPEAK.csv,0,-117.09,47.88,18.0,,,,,,SNOTEL
SNOTEL#Quemazon.csv,0,-106.39,35.92,26.0,,,,,,SNOTEL
SNOTEL#RAGGEDMOUNTAIN.csv,0,-117.04,47.86,18.0,,,,,,SNOTEL
SNOTEL#RAINBOWCANYON.csv,0,-115.63,36.25,7.0,,,,,,SNOTEL
SNOTEL#RAINYPASS.csv,0,-120.74,48.52,19.0,,,,,,SNOTEL
SNOTEL#ReddenMineLwr.csv,1,-111.22,40.67,26.0,1.0,1.0,2.0,1.0,1.0,SNOTEL
SNOTEL#REDPINERIDGE.csv,0,-111.27,39.45,27.0,,,,,,SNOTEL
SNOTEL#REDRIVERPASS.csv,0,-105.34,36.7,27.0,,,,,,SNOTEL
SNOTEL#ReesFlat.csv,1,-111.73,39.5,7.0,2.0,1.0,2.0,1.0,1.0,SNOTEL
SNOTEL#REYNOLDSCREEK.csv,0,-116.75,43.07,18.0,,,,,,SNOTEL
SNOTEL#RioSantaBarbara.csv,0,-105.63,36.07,27.0,,,,,,SNOTEL
SNOTEL#ROCKCREEK.csv,1,-110.69,40.55,27.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#ROCKSPRINGS.csv,0,-118.84,44.01,7.0,,,,,,SNOTEL
SNOTEL#ROCKYBASIN-SETTLEME.csv,0,-112.22,40.44,26.0,,,,,,SNOTEL
SNOTEL#ROUGHANDTUMBLE.csv,1,-106.08,39.03,27.0,2.0,2.0,2.0,1.0,1.0,SNOTEL
SNOTEL#SAGECREEKBASIN.csv,0,-107.26,41.4,26.0,,,,,,SNOTEL
SNOTEL#SALMONMEADOWS.csv,0,-119.84,48.66,18.0,,,,,,SNOTEL
SNOTEL#SALTCREEKFALLS.csv,0,-122.12,43.61,19.0,,,,,,SNOTEL
SNOTEL#SALTRIVERSUMMIT.csv,1,-110.91,42.51,26.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#SantaFe.csv,0,-105.78,35.77,27.0,,,,,,SNOTEL
SNOTEL#SASSERIDGE.csv,0,-121.06,47.38,19.0,,,,,,SNOTEL
SNOTEL#SAVAGEPASS.csv,0,-114.63,46.47,19.0,,,,,,SNOTEL
SNOTEL#Sawtooth.csv,0,-105.58625,40.13697,27.0,,,,,,SNOTEL
SNOTEL#SCHNEIDERMEADOWS.csv,0,-117.17,45.0,18.0,2.0,2.0,2.0,3.0,3.0,SNOTEL
SNOTEL#SCHOFIELDPASS.csv,1,-107.05,39.02,27.0,1.0,,1.0,1.0,,SNOTEL
SNOTEL#SEELEYCREEK.csv,0,-111.43,39.31,27.0,,,,,,SNOTEL
SNOTEL#SenoritaDivide.csv,0,-106.83,36.0,26.0,,,,,,SNOTEL
SNOTEL#SENTINELBUTTE.csv,1,-118.4,48.86,26.0,2.0,2.0,2.0,2.0,,SNOTEL
SNOTEL#SEVENTYSIXCREEK.csv,0,-115.47,41.74,18.0,,,,,,SNOTEL
SNOTEL#SHANGHISUMMIT.csv,1,-115.74,46.57,18.0,2.0,1.0,3.0,3.0,1.0,SNOTEL
SNOTEL#SHARKSTOOTH.csv,1,-108.11,37.5,27.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#SHEEPMTN..csv,0,-111.69,43.21,26.0,2.0,1.0,3.0,2.0,1.0,SNOTEL
SNOTEL#Sherwin.csv,1,-116.34,46.95,18.0,1.0,1.0,1.0,2.0,1.0,SNOTEL
SNOTEL#SHUREE.csv,0,-105.24,36.79,27.0,,,,,,SNOTEL
SNOTEL#SIERRABLANCA.csv,0,-105.79,33.4,26.0,,,,,,SNOTEL
SNOTEL#SILVERCREEK.csv,1,-121.18,42.96,18.0,3.0,3.0,3.0,3.0,,SNOTEL
SNOTEL#SilverCreekNv.csv,0,-114.2427,39.2334,7.0,,,,,,SNOTEL
SNOTEL#SILVIES.csv,0,-118.69,42.75,19.0,,,,,,SNOTEL
SNOTEL#SLEEPINGWOMAN.csv,0,-114.33,47.18,27.0,,,,,,SNOTEL
SNOTEL#SLUMGULLION.csv,0,-107.2,37.99,27.0,,,,,,SNOTEL
SNOTEL#SMILEYMOUNTAIN.csv,0,-113.83,43.73,27.0,,,,,,SNOTEL
SNOTEL#SMITHandMOREHOUSE.csv,0,-111.12,40.79,27.0,,,,,,SNOTEL
SNOTEL#SNAKERIVERSTATION.csv,0,-110.67,44.13,27.0,,,,,,SNOTEL
SNOTEL#SNOWBIRD.csv,1,-111.66,40.56,27.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#SNOWMOUNTAIN.csv,0,-119.54,43.95,18.0,2.0,2.0,3.0,3.0,3.0,SNOTEL
SNOTEL#SnowstormMtn.csv,0,-116.9806,41.3398,7.0,,,,,,SNOTEL
SNOTEL#SOLDIERPARK.csv,0,-107.02,44.35,27.0,,,,,,SNOTEL
SNOTEL#SOMSENRANCH.csv,1,-111.36,42.95,26.0,2.0,1.0,3.0,2.0,1.0,SNOTEL
SNOTEL#SONORAPASS.csv,0,-119.6,38.31,19.0,,,,,,SNOTEL
SNOTEL#SOURDOUGHGULCH.csv,0,-117.39,46.24,26.0,,,,,,SNOTEL
SNOTEL#SOUTHMTN..csv,0,-116.9,42.76,18.0,,,,,,SNOTEL
SNOTEL#SPIRITLK.csv,0,-110.01,40.84,27.0,,,,,,SNOTEL
SNOTEL#SPRATTCREEK.csv,0,-119.82,38.67,18.0,,,,,,SNOTEL
SNOTEL#SPURPARK.csv,0,-110.62,46.78,27.0,,,,,,SNOTEL
SNOTEL#SQUAWSPRINGS.csv,0,-112.01,38.5,7.0,,,,,,SNOTEL
SNOTEL#SQUAWVALLEYG.C..csv,0,-120.26,39.19,18.0,,,,,,SNOTEL
SNOTEL#StagMountain.csv,0,-115.4466,41.4081,7.0,,,,,,SNOTEL
SNOTEL#StateLine.csv,0,-120.72,41.99,18.0,,,,,,SNOTEL
SNOTEL#STEELCREEKPARK.csv,0,-110.5,40.91,27.0,,,,,,SNOTEL
SNOTEL#STRAWBERRYDIVIDE.csv,0,-111.22,40.19,26.0,,,,,,SNOTEL
SNOTEL#SUCKERCREEK.csv,0,-107.4,44.72,27.0,,,,,,SNOTEL
SNOTEL#SUMMITCREEK.csv,0,-149.53,60.62,29.0,,,,,,SNOTEL
SNOTEL#SUMMITLK.csv,0,-119.0,41.49,7.0,,,,,,SNOTEL
SNOTEL#SUMMITMEADOW.csv,0,-119.54,38.4,19.0,,,,,,SNOTEL
SNOTEL#SUMMITRANCH.csv,0,-106.16,39.72,27.0,,,,,,SNOTEL
SNOTEL#SunflowerFlat.csv,0,-111.34,38.05,7.0,,,,,,SNOTEL
SNOTEL#SUSITNAVALLEYHIGH.csv,1,-150.04,62.13,27.0,2.0,,2.0,2.0,,SNOTEL
SNOTEL#SuuRanch.csv,0,-112.92,37.6,18.0,,,,,,SNOTEL
SNOTEL#SWEDEPEAK.csv,0,-113.97,43.63,27.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#TAHOECITYCROSS.csv,1,-120.15,39.17,18.0,3.0,1.0,3.0,3.0,1.0,SNOTEL
SNOTEL#TakkaWiiya.csv,0,-113.98,39.74,7.0,,,,,,SNOTEL
SNOTEL#TAOSPOWDERHORN.csv,0,-105.46,36.58,27.0,,,,,,SNOTEL
SNOTEL#TAYLORBUTTE.csv,0,-121.43,42.69,18.0,,,,,,SNOTEL
SNOTEL#TAYLORCANYON.csv,0,-116.03,41.23,7.0,,,,,,SNOTEL
SNOTEL#TEMPLEFORK.csv,0,-111.55,41.79,26.0,,,,,,SNOTEL
SNOTEL#TentMtnLower.csv,1,-115.1722,40.9785,19.0,1.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#THAYNESCANYON.csv,0,-111.53,40.62,27.0,,,,,,SNOTEL
SNOTEL#ThistleFlat.csv,0,-111.52,39.24,27.0,,,,,,SNOTEL
SNOTEL#ThumbDivide.csv,1,-110.57825,44.36888,27.0,1.0,1.0,2.0,1.0,1.0,SNOTEL
SNOTEL#TIMBERLINE.csv,0,-110.43,39.68,7.0,,,,,,SNOTEL
SNOTEL#TIMPANOGOSDIVIDE.csv,1,-111.62,40.43,26.0,2.0,1.0,3.0,2.0,1.0,SNOTEL
SNOTEL#TIPTON.csv,0,-118.43,44.66,18.0,,,,,,SNOTEL
SNOTEL#TOEJAM.csv,0,-116.34,41.32,7.0,,,,,,SNOTEL
SNOTEL#TOGWOTEEPASS.csv,0,-110.06,43.75,27.0,,,,,,SNOTEL
SNOTEL#TOKOSITNAVALLEY.csv,0,-150.78,62.63,27.0,,,,,,SNOTEL
SNOTEL#TONYGROVELAKE.csv,1,-111.63,41.9,26.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#TONYGROVERS.csv,1,-111.57,41.88,26.0,1.0,,1.0,2.0,,SNOTEL
SNOTEL#TOUCHET.csv,0,-117.85,46.12,18.0,,,,,,SNOTEL
SNOTEL#TOWNSENDCREEK.csv,0,-108.9,42.7,27.0,,,,,,SNOTEL
SNOTEL#TresRitos.csv,0,-105.53,36.13,26.0,,,,,,SNOTEL
SNOTEL#TRIALLAKE.csv,0,-110.95,40.68,27.0,,,,,,SNOTEL
SNOTEL#TROUGH.csv,0,-120.29,47.23,19.0,3.0,1.0,2.0,3.0,1.0,SNOTEL
SNOTEL#TROUTCREEK.csv,0,-109.67,40.74,27.0,,,,,,SNOTEL
SNOTEL#TRUCKEE.csv,0,-120.18,39.3,18.0,,,,,,SNOTEL
SNOTEL#UpperJoesValley.csv,1,-111.25,39.42,27.0,1.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#UPPERNOMECREEK.csv,0,-146.59,65.37,27.0,,,,,,SNOTEL
SNOTEL#UPPERRIOGRANDE.csv,0,-107.26,37.72,27.0,,,,,,SNOTEL
SNOTEL#UPPERSANJUAN.csv,0,-106.84,37.49,27.0,,,,,,SNOTEL
SNOTEL#UPPERTAYLOR.csv,0,-106.75,38.99,27.0,,,,,,SNOTEL
SNOTEL#UPPERTSAINARIVER.csv,0,-145.65,61.19,29.0,,,,,,SNOTEL
SNOTEL#USUDOCDANIEL.csv,0,-111.51,41.9,26.0,,,,,,SNOTEL
SNOTEL#VACARROSPRING.csv,0,-115.98,39.45,7.0,,,,,,SNOTEL
SNOTEL#VacasLocas.csv,0,-106.81,36.03,26.0,,,,,,SNOTEL
SNOTEL#VANWYCK.csv,0,-116.34,44.38,18.0,,,,,,SNOTEL
SNOTEL#VERNONCREEK.csv,0,-112.41,39.94,7.0,,,,,,SNOTEL
SNOTEL#VIRGINIALAKESRIDGE.csv,0,-119.23,38.07,19.0,,,,,,SNOTEL
SNOTEL#WARDCREEK.csv,0,-120.22,39.14,18.0,,,,,,SNOTEL
SNOTEL#WARDMOUNTAIN.csv,0,-114.96,39.13,7.0,,,,,,SNOTEL
SNOTEL#WATERHOLE.csv,0,-123.43,47.94,19.0,,,,,,SNOTEL
SNOTEL#WEBSTERFLAT.csv,0,-112.9,37.57,18.0,,,,,,SNOTEL
SNOTEL#WESNERSPRINGS.csv,0,-105.54,35.78,27.0,,,,,,SNOTEL
SNOTEL#WESTYELLOWSTONE.csv,0,-111.09,44.66,27.0,,,,,,SNOTEL
SNOTEL#WHEELERPEAK.csv,0,-114.31,39.01,27.0,,,,,,SNOTEL
SNOTEL#WHISKEYCK.csv,0,-105.12,37.21,27.0,,,,,,SNOTEL
SNOTEL#WHITEHORSELAKE.csv,0,-112.15,35.14,18.0,,,,,,SNOTEL
SNOTEL#WHITEMILL.csv,0,-109.91,45.05,27.0,,,,,,SNOTEL
SNOTEL#WHITERIVER.csv,0,-110.99,39.96,26.0,,,,,,SNOTEL
SNOTEL#WhiteRiverNv.csv,0,-115.37918,38.94565,7.0,,,,,,SNOTEL
SNOTEL#WIDTSOE.csv,0,-111.88,37.84,26.0,,,,,,SNOTEL
SNOTEL#WILDBASIN.csv,0,-105.6,40.2,27.0,,,,,,SNOTEL
SNOTEL#WILDHORSEDIVIDE.csv,0,-112.48,42.76,26.0,,,,,,SNOTEL
SNOTEL#WILSONCREEK.csv,0,-115.0,42.01,7.0,,,,,,SNOTEL
SNOTEL#WINDYPEAK.csv,0,-105.58,42.28,26.0,,,,,,SNOTEL
SNOTEL#WOLFCREEKSUMMIT.csv,0,-106.8,37.48,27.0,,,,,,SNOTEL
SNOTEL#WrigleyCreek.csv,0,-111.35,39.13,7.0,,,,,,SNOTEL
SNOTEL#YankeeReservoir.csv,1,-112.78,37.75,19.0,2.0,1.0,2.0,2.0,1.0,SNOTEL
SNOTEL#ZIRKEL.csv,0,-106.6,40.79,27.0,,,,,,SNOTEL
SOILSCAPE#node1000.csv,0,-120.90603,38.38714,8.0,,,,,,SOILSCAPE
SOILSCAPE#node101.csv,0,-98.63108,36.0021,14.0,,,,,,SOILSCAPE
SOILSCAPE#node1017.csv,0,-120.90592,38.38837,8.0,,,,,,SOILSCAPE
SOILSCAPE#node1018.csv,0,-120.90477,38.38896,8.0,,,,,,SOILSCAPE
SOILSCAPE#node1019.csv,0,-120.90653,38.38719,8.0,,,,,,SOILSCAPE
SOILSCAPE#node102.csv,0,-98.63017,36.00205,14.0,,,,,,SOILSCAPE
SOILSCAPE#node1020.csv,1,-120.90526,38.38831,8.0,1.0,,1.0,1.0,,SOILSCAPE
SOILSCAPE#node1021.csv,0,-120.90575,38.38799,8.0,,,,,,SOILSCAPE
SOILSCAPE#node1022.csv,1,-120.90528,38.38774,8.0,1.0,,1.0,1.0,,SOILSCAPE
SOILSCAPE#node1023.csv,1,-120.90604,38.3877,8.0,1.0,,1.0,1.0,,SOILSCAPE
SOILSCAPE#node1024.csv,0,-120.90556,38.38753,8.0,,,,,,SOILSCAPE
SOILSCAPE#node1025.csv,1,-120.90518,38.38737,8.0,1.0,,1.0,,,SOILSCAPE
SOILSCAPE#node1027.csv,0,-120.90484,38.38722,8.0,,,,,,SOILSCAPE
SOILSCAPE#node1028.csv,0,-120.90462,38.38739,8.0,,,,,,SOILSCAPE
SOILSCAPE#node1029.csv,1,-120.90457,38.38708,8.0,1.0,,1.0,,,SOILSCAPE
SOILSCAPE#node103.csv,0,-98.6293,36.0021,14.0,,,,,,SOILSCAPE
SOILSCAPE#node1030.csv,0,-120.90527,38.38674,8.0,,,,,,SOILSCAPE
SOILSCAPE#node1031.csv,1,-120.90449,38.38658,8.0,1.0,,,,,SOILSCAPE
SOILSCAPE#node104.csv,0,-98.62843,36.00208,14.0,,,,,,SOILSCAPE
SOILSCAPE#node105.csv,0,-98.63108,36.00148,14.0,,,,,,SOILSCAPE
SOILSCAPE#node106.csv,0,-98.6302,36.00153,14.0,,,,,,SOILSCAPE
SOILSCAPE#node107.csv,0,-98.62933,36.00153,14.0,,,,,,SOILSCAPE
SOILSCAPE#node108.csv,0,-98.62847,36.00148,14.0,,,,,,SOILSCAPE
SOILSCAPE#node109.csv,0,-98.63113,36.00095,14.0,,,,,,SOILSCAPE
SOILSCAPE#node110.csv,0,-98.63023,36.00092,14.0,,,,,,SOILSCAPE
SOILSCAPE#node111.csv,0,-98.62935,36.0009,14.0,,,,,,SOILSCAPE
SOILSCAPE#node112.csv,0,-98.62848,36.00095,14.0,,,,,,SOILSCAPE
SOILSCAPE#node113.csv,0,-98.62813,36.00097,14.0,,,,,,SOILSCAPE
SOILSCAPE#node114.csv,0,-98.63225,36.0008,14.0,,,,,,SOILSCAPE
SOILSCAPE#node115.csv,0,-98.63228,36.00052,14.0,,,,,,SOILSCAPE
SOILSCAPE#node116.csv,0,-98.6311,36.00037,14.0,,,,,,SOILSCAPE
SOILSCAPE#node117.csv,0,-98.63027,36.00038,14.0,,,,,,SOILSCAPE
SOILSCAPE#node118.csv,0,-98.62935,36.00045,14.0,,,,,,SOILSCAPE
SOILSCAPE#node119.csv,0,-98.62848,36.00043,14.0,,,,,,SOILSCAPE
SOILSCAPE#node120.csv,0,-98.62813,36.00042,14.0,,,,,,SOILSCAPE
SOILSCAPE#node121.csv,0,-98.63237,36.00023,14.0,,,,,,SOILSCAPE
SOILSCAPE#node1400.csv,0,-109.94183,31.73648,7.0,,,,,,SOILSCAPE
SOILSCAPE#node1401.csv,0,-109.94342,31.7371,7.0,,,,,,SOILSCAPE
SOILSCAPE#node1402.csv,0,-109.94287,31.73687,7.0,,,,,,SOILSCAPE
SOILSCAPE#node1403.csv,0,-109.94261,31.73667,7.0,,,,,,SOILSCAPE
SOILSCAPE#node1405.csv,0,-109.94096,31.73551,7.0,,,,,,SOILSCAPE
